LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-03-26 17:07:55,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-36, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:55,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-38, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:55,1900-01-00 00:00:00,,7C:76:35:C9:E1:86,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:07:55,1900-01-00 00:00:00,,7C:76:35:C9:E1:86,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:07:55,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:55,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-24, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:56,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:56,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:56,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-41,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:07:56,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:07:56,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:07:57,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-93,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:07:57,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-92,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:07:58,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:58,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:59,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:59,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:59,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:59,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:07:59,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:01,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:02,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-42,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:02,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-41,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:02,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:02,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-42,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:02,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:02,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-37, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:02,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-43,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:02,1900-01-00 00:00:00,,7C:76:35:C9:E1:86,-45,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:02,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-38, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:03,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-28, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:03,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-42,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:03,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:03,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-64, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:05,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-35, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:05,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:06,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:06,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:06,1900-01-00 00:00:00,,7C:76:35:C9:E1:86,-41,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:06,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-29, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:06,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-35, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:09,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:09,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:09,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:09,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:10,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-25, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:10,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:10,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:10,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:12,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:12,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:13,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:13,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:13,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:13,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:13,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:13,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:14,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-33, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:14,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:14,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:14,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:14,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:16,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:16,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:16,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-45,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:17,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:17,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-42,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-40,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-25, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-36, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-35, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:17,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-43,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:20,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:20,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:20,1900-01-00 00:00:00,,52:DB:A9:3B:05:C3,-44,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:20,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:20,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:20,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:20,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-36, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:20,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:21,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:21,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:23,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:23,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:23,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:24,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:24,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:24,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:24,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:27,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:27,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:27,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:27,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:27,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:27,1900-01-00 00:00:00,,7C:76:35:C9:E1:86,-38,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:27,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:27,1900-01-00 00:00:00,,7C:76:35:C9:E1:86,-43,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:27,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:28,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:28,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:28,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:28,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-35, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:30,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:30,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:30,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-32, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:31,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:31,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-31, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-36,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-36,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:32,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:34,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:34,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-35, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:34,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:34,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:34,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-36,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:34,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:34,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:34,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-35, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-36, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,7C:76:35:C9:E1:86,-42,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-34,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-36,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,baguette,E8:2C:6D:8A:48:DB,-36, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
2023-03-26 17:08:35,1900-01-00 00:00:00,,32:F2:18:A5:51:21,-35,,0.000000,0.000000,0.000,0.000,Client
